course_ID,short_name,long_name,status,blueprint_course_id
233,Social Studies: Grade 1-40012Z0-Foxe-PeriodSocStudies,Social Studies: Grade 1-40012Z0-Foxe-PeriodSocStudies,active,
233,Social Studies: Grade 1-40012Z0-Foxe-PeriodSocStudies,Social Studies: Grade 1-40012Z0-Foxe-PeriodSocStudies,active,
234,Social Studies: Grade 1-40012Z0-Johns-PeriodSocStudies,Social Studies: Grade 1-40012Z0-Johns-PeriodSocStudies,active,
234,Social Studies: Grade 1-40012Z0-Johns-PeriodSocStudies,Social Studies: Grade 1-40012Z0-Johns-PeriodSocStudies,active,
233,Social Studies: Grade 1-40012Z0-Sheppard-PeriodSocStudies,Social Studies: Grade 1-40012Z0-Sheppard-PeriodSocStudies,active,
233,Social Studies: Grade 1-40012Z0-Sheppard-PeriodSocStudies,Social Studies: Grade 1-40012Z0-Sheppard-PeriodSocStudies,active,
304,Social Studies: Grade 1-4001AZ0-Harris-PeriodSocStudies,Social Studies: Grade 1-4001AZ0-Harris-PeriodSocStudies,active,
304,Social Studies: Grade 1-4001AZ0-Harris-PeriodSocStudies,Social Studies: Grade 1-4001AZ0-Harris-PeriodSocStudies,active,
272,Social Studies: Grade 2-40022Z0-Daniels-PeriodSocStudies,Social Studies: Grade 2-40022Z0-Daniels-PeriodSocStudies,active,
272,Social Studies: Grade 2-40022Z0-Daniels-PeriodSocStudies,Social Studies: Grade 2-40022Z0-Daniels-PeriodSocStudies,active,
235,Social Studies: Grade 2-40022Z0-Sheffield-PeriodSocStudies,Social Studies: Grade 2-40022Z0-Sheffield-PeriodSocStudies,active,
235,Social Studies: Grade 2-40022Z0-Sheffield-PeriodSocStudies,Social Studies: Grade 2-40022Z0-Sheffield-PeriodSocStudies,active,
235,Social Studies: Grade 2-40022Z0-Sheppard-PeriodSocStudies,Social Studies: Grade 2-40022Z0-Sheppard-PeriodSocStudies,active,
235,Social Studies: Grade 2-40022Z0-Sheppard-PeriodSocStudies,Social Studies: Grade 2-40022Z0-Sheppard-PeriodSocStudies,active,
235,Social Studies: Grade 2-40022Z0-Thompson-PeriodSocStudies,Social Studies: Grade 2-40022Z0-Thompson-PeriodSocStudies,active,
235,Social Studies: Grade 2-40022Z0-Thompson-PeriodSocStudies,Social Studies: Grade 2-40022Z0-Thompson-PeriodSocStudies,active,
237,Social Studies: Grade 3-40032Z0-Giles-PeriodSocStudies,Social Studies: Grade 3-40032Z0-Giles-PeriodSocStudies,active,
237,Social Studies: Grade 3-40032Z0-Giles-PeriodSocStudies,Social Studies: Grade 3-40032Z0-Giles-PeriodSocStudies,active,
